Employment_Type,Education_Level,Income,Credit_Score,Existing_Debt,Marital_Status,Loan_Purpose,Loan_status
Unemployed,Diploma,38928,743,29338,Married,School,Yes
Employed,Degree,267097,754,122406,Single,School,Yes
Unemployed,Secondary,170291,486,589,Single,Car,Yes
Self-Employed,Secondary,155852,614,192153,Divorced,House,No
Self-Employed,Degree,467290,741,87329,Single,House,Yes
Employed,Diploma,499205,648,141395,Single,Car,Yes
Unemployed,Diploma,198357,693,68110,Married,Medical,Yes
Unemployed,Secondary,34376,783,15665,Divorced,School,No
Employed,Degree,54931,635,168295,Married,House,Yes
Self-Employed,Secondary,242816,516,191206,Married,House,No
Employed,Secondary,52450,362,93066,Married,House,Yes
Business Owner,Masters,131998,315,169865,Divorced,House,No
Business Owner,Secondary,436856,305,186028,Married,Medical,No
Employed,Masters,149153,310,134498,Single,Medical,No
Self-Employed,Degree,109877,435,56155,Single,Business,Yes
Business Owner,Diploma,234893,755,74654,Married,Medical,Yes
Business Owner,Degree,386529,428,95723,Married,House,Yes
Employed,Secondary,390270,632,106200,Divorced,Medical,Yes
Unemployed,Masters,165037,633,97348,Single,School,Yes
Self-Employed,Degree,431144,544,45530,Single,Car,Yes
Unemployed,Secondary,380079,396,73514,Divorced,Medical,No
Self-Employed,Secondary,321179,523,111565,Divorced,Business,Yes
Business Owner,Degree,67715,694,25785,Divorced,Car,No
Employed,Masters,123873,552,167144,Married,Business,Yes
Self-Employed,Diploma,329190,555,55439,Divorced,Car,Yes
Business Owner,Secondary,471392,846,14522,Single,House,Yes
Employed,Secondary,156535,820,66909,Divorced,House,Yes
Unemployed,Secondary,45409,719,46368,Divorced,Business,No
Employed,Degree,129146,646,173996,Divorced,Car,Yes
Business Owner,Diploma,242233,452,68334,Divorced,School,No
Self-Employed,Secondary,369375,739,156211,Married,School,No
Employed,Diploma,456936,709,140978,Divorced,House,Yes
Business Owner,Masters,199806,784,16133,Divorced,House,Yes
Employed,Degree,91936,445,104910,Married,Business,Yes
Business Owner,Degree,332366,675,162147,Married,Medical,Yes
Business Owner,Secondary,30776,439,79077,Single,School,No
Unemployed,Diploma,103423,696,196940,Single,Business,No
Unemployed,Diploma,240809,770,103364,Single,School,Yes
Employed,Diploma,228713,591,160086,Divorced,School,Yes
Unemployed,Masters,261049,503,164678,Married,Medical,No
Business Owner,Secondary,446948,497,39679,Single,Car,Yes
Self-Employed,Secondary,165228,461,157388,Divorced,Car,No
Unemployed,Degree,41571,446,71445,Divorced,Business,No
Self-Employed,Diploma,472796,805,177544,Married,House,No
Employed,Masters,410685,553,73887,Married,School,Yes
Employed,Masters,70453,543,175335,Married,Medical,Yes
Unemployed,Secondary,83694,337,77599,Single,Business,No
Unemployed,Degree,180871,798,111281,Married,House,Yes
Business Owner,Masters,41579,718,125476,Single,Car,No
Unemployed,Degree,329657,578,23168,Married,Car,Yes
Unemployed,Secondary,34048,473,92084,Divorced,House,No
Business Owner,Diploma,64572,729,197899,Married,Medical,No
Unemployed,Masters,402294,356,81656,Divorced,Medical,No
Unemployed,Diploma,212809,358,173776,Divorced,House,No
Business Owner,Diploma,247551,301,85820,Married,Car,Yes
Employed,Degree,185875,721,26628,Married,House,Yes
Business Owner,Secondary,289467,447,140317,Single,Business,No
Self-Employed,Degree,217906,339,58444,Married,Medical,Yes
Employed,Degree,136182,817,11192,Single,Business,Yes
Employed,Masters,416931,606,197701,Single,Medical,Yes
Business Owner,Diploma,170166,678,68579,Married,Business,Yes
Self-Employed,Secondary,367191,720,91113,Single,Business,Yes
Self-Employed,Degree,411845,352,114294,Divorced,House,Yes
Employed,Degree,99082,656,145385,Single,Medical,Yes
Self-Employed,Secondary,210080,372,176996,Divorced,Medical,No
Unemployed,Masters,392390,364,147007,Single,School,No
Business Owner,Secondary,191291,457,91658,Single,Medical,No
Employed,Secondary,48921,341,140227,Divorced,Medical,No
Business Owner,Degree,394853,684,74213,Married,Business,Yes
Self-Employed,Degree,295740,326,7001,Single,Business,Yes
Self-Employed,Secondary,272640,647,149816,Single,House,No
Business Owner,Degree,422298,842,189284,Single,Business,Yes
Self-Employed,Degree,41002,741,14648,Married,Car,Yes
Self-Employed,Diploma,240987,551,94891,Single,House,Yes
Unemployed,Diploma,102467,815,71439,Single,School,Yes
Employed,Masters,462141,550,95162,Divorced,Business,Yes
Unemployed,Masters,162497,461,38651,Married,Medical,Yes
Employed,Secondary,168458,433,47734,Single,Car,No
Business Owner,Diploma,102899,577,83075,Single,Medical,Yes
Employed,Degree,61962,849,69196,Married,School,Yes
Employed,Secondary,460267,658,126427,Single,House,Yes
Unemployed,Degree,270105,684,81776,Single,School,Yes
Unemployed,Degree,473995,440,16358,Single,School,Yes
Employed,Secondary,180582,715,166199,Single,School,Yes
Business Owner,Diploma,320404,835,155353,Married,Car,No
Business Owner,Degree,183351,482,93539,Single,School,Yes
Business Owner,Masters,83452,598,191735,Single,School,No
Business Owner,Masters,226688,514,25919,Single,Medical,Yes
Self-Employed,Secondary,72271,363,193016,Divorced,Medical,No
Business Owner,Masters,279332,578,109796,Married,Business,Yes
Self-Employed,Degree,196500,405,28270,Single,House,Yes
Employed,Degree,431650,794,118608,Divorced,Car,Yes
Business Owner,Secondary,204549,503,179526,Single,House,No
Employed,Diploma,335341,591,61775,Married,House,Yes
Self-Employed,Secondary,271743,530,14396,Married,House,Yes
Self-Employed,Secondary,497718,754,192656,Married,House,No
Business Owner,Masters,48713,303,146693,Married,House,No
Business Owner,Secondary,183345,638,102969,Single,Business,Yes
Self-Employed,Degree,230582,544,147636,Single,Business,Yes
Self-Employed,Diploma,283006,564,78026,Single,School,Yes
Unemployed,Secondary,353103,518,75417,Single,School,Yes
Self-Employed,Degree,496186,495,86748,Divorced,School,Yes
Unemployed,Masters,208581,591,192532,Married,Car,No
Employed,Degree,480160,457,146496,Divorced,School,Yes
Unemployed,Diploma,328107,352,116391,Married,Business,No
Employed,Degree,168958,326,149472,Single,Car,Yes
Self-Employed,Masters,127881,523,183579,Single,Business,No
Self-Employed,Degree,472624,416,27681,Single,Medical,Yes
Unemployed,Masters,182118,758,139814,Divorced,House,No
Employed,Degree,181265,698,76061,Divorced,Medical,Yes
Self-Employed,Diploma,83943,395,43165,Divorced,Medical,No
Self-Employed,Degree,109029,511,122597,Divorced,House,Yes
Unemployed,Secondary,172754,407,107389,Divorced,Medical,No
Employed,Degree,380922,423,141225,Single,School,Yes
Self-Employed,Secondary,331200,481,99625,Married,Business,Yes
Business Owner,Masters,59834,304,33986,Divorced,House,No
Business Owner,Masters,422769,503,150650,Single,School,No
Business Owner,Masters,360284,733,26766,Divorced,Car,Yes
Employed,Diploma,101685,665,104658,Single,Medical,Yes
Self-Employed,Diploma,276880,668,116491,Single,Medical,Yes
Employed,Masters,135453,451,81625,Single,School,Yes
Employed,Degree,31398,654,34905,Divorced,Car,Yes
Business Owner,Diploma,150620,745,162656,Married,House,No
Self-Employed,Masters,400139,824,47544,Divorced,House,Yes
Unemployed,Diploma,196856,730,84658,Divorced,Car,Yes
Business Owner,Diploma,93202,678,97600,Married,Car,Yes
Self-Employed,Degree,55688,760,172663,Single,School,No
Employed,Masters,461532,404,166953,Single,Business,No
Employed,Degree,312338,300,196676,Divorced,Car,Yes
Self-Employed,Secondary,385765,351,72437,Single,School,No
Unemployed,Degree,285433,780,17126,Divorced,School,Yes
Self-Employed,Degree,408513,390,199303,Divorced,Car,Yes
Employed,Diploma,259698,831,17333,Single,School,Yes
Self-Employed,Masters,84055,493,36666,Divorced,Car,Yes
Business Owner,Diploma,369198,486,8865,Married,House,Yes
Business Owner,Secondary,316660,574,139695,Divorced,Medical,No
Unemployed,Masters,322975,494,198544,Divorced,Car,No
Employed,Degree,87990,431,27813,Divorced,Medical,Yes
Employed,Secondary,252802,639,138540,Divorced,Car,Yes
Employed,Masters,194491,524,185874,Married,Car,Yes
Business Owner,Degree,72095,747,165080,Divorced,Medical,Yes
Employed,Diploma,42745,535,129068,Single,Car,Yes
Business Owner,Diploma,406228,557,130005,Married,Business,No
Unemployed,Degree,419473,379,148325,Divorced,Business,Yes
Unemployed,Masters,41401,849,33850,Divorced,Business,No
Employed,Degree,39053,813,30326,Single,Car,Yes
Business Owner,Diploma,166521,723,106977,Single,House,Yes
Unemployed,Masters,223354,312,183821,Single,Medical,No
Employed,Masters,460893,648,29551,Single,House,Yes
Employed,Degree,286426,793,172528,Married,House,Yes
Business Owner,Diploma,146741,798,93126,Divorced,School,Yes
Business Owner,Masters,253123,561,40748,Divorced,Medical,Yes
Business Owner,Degree,323324,725,73933,Single,School,Yes
Business Owner,Masters,449548,540,37026,Divorced,School,Yes
Employed,Secondary,107669,680,168395,Divorced,Business,Yes
Unemployed,Masters,430224,662,98106,Divorced,School,Yes
Unemployed,Masters,431477,372,13714,Divorced,Car,No
Employed,Diploma,89188,408,101306,Single,School,No
Self-Employed,Diploma,402565,723,98135,Single,Car,Yes
Business Owner,Masters,400527,336,112411,Divorced,House,No
Employed,Masters,473334,763,92114,Divorced,Car,Yes
Business Owner,Secondary,229776,772,141408,Single,Business,No
Self-Employed,Diploma,152361,845,127499,Single,House,No
Self-Employed,Masters,352054,466,96569,Single,Business,No
Unemployed,Masters,213073,484,119939,Single,Car,Yes
Unemployed,Degree,198852,426,39367,Married,School,Yes
Business Owner,Secondary,165145,305,22882,Single,Medical,No
Unemployed,Degree,51392,484,71072,Married,House,Yes
Employed,Degree,127863,542,30904,Divorced,School,Yes
Business Owner,Masters,44438,599,122233,Married,Medical,No
Employed,Secondary,196999,640,167677,Divorced,Car,Yes
Self-Employed,Diploma,159122,344,158704,Divorced,School,No
Business Owner,Secondary,296089,341,151135,Divorced,School,No
Self-Employed,Secondary,168723,415,180721,Single,Car,No
Business Owner,Degree,91891,760,20036,Single,House,Yes
Self-Employed,Masters,273905,400,116950,Married,Car,No
Business Owner,Secondary,117750,300,129127,Divorced,House,No
Business Owner,Degree,393703,579,88770,Divorced,Car,Yes
Business Owner,Masters,237809,808,114598,Divorced,School,Yes
Employed,Diploma,415538,446,128060,Divorced,Medical,No
Employed,Masters,444189,581,25181,Divorced,Business,Yes
Self-Employed,Degree,143021,833,144779,Divorced,Car,Yes
Unemployed,Degree,470014,519,26574,Divorced,School,Yes
Employed,Secondary,84740,738,49578,Single,House,Yes
Self-Employed,Masters,122501,390,91552,Single,House,No
Unemployed,Secondary,44177,740,62135,Single,House,No
Business Owner,Secondary,451495,455,11275,Divorced,School,No
Self-Employed,Secondary,267407,821,129500,Divorced,Car,No
Employed,Masters,200815,462,42659,Divorced,Business,Yes
Self-Employed,Secondary,121533,800,118802,Married,Car,Yes
Employed,Masters,447651,467,94970,Divorced,House,Yes
Business Owner,Degree,248248,415,30136,Single,Medical,Yes
Employed,Masters,99043,423,144541,Married,School,No
Employed,Diploma,295665,495,30789,Divorced,House,Yes
Business Owner,Masters,384537,535,124184,Married,Medical,No
Employed,Secondary,425343,589,147920,Single,House,Yes
Unemployed,Masters,375509,655,3174,Single,School,Yes
Self-Employed,Diploma,172363,343,81414,Single,School,No
Business Owner,Masters,111656,649,142727,Married,House,No
Self-Employed,Masters,354434,701,50679,Married,Car,Yes
Unemployed,Secondary,464255,359,67614,Single,Car,No
Unemployed,Masters,481563,764,103384,Married,Medical,Yes
Employed,Masters,425593,766,128892,Divorced,School,Yes
Unemployed,Diploma,397914,760,34241,Divorced,House,Yes
Unemployed,Degree,342779,817,58930,Married,House,Yes
Unemployed,Degree,372513,351,153575,Married,Car,Yes
Employed,Degree,416490,839,58111,Married,School,Yes
Self-Employed,Degree,335966,846,114334,Married,Business,Yes
Business Owner,Masters,452745,605,144411,Married,Car,No
Business Owner,Degree,490383,473,136927,Single,Medical,Yes
Business Owner,Degree,124860,660,154120,Divorced,Car,Yes
Business Owner,Diploma,481332,720,88631,Married,School,Yes
Employed,Masters,96497,421,16610,Divorced,Business,No
Unemployed,Masters,421991,663,116679,Divorced,Business,Yes
Self-Employed,Diploma,410307,825,72815,Divorced,Medical,Yes
Unemployed,Diploma,34114,568,98097,Single,Medical,No
Self-Employed,Degree,55288,594,14643,Single,House,No
Business Owner,Secondary,478307,603,127364,Divorced,School,No
Unemployed,Masters,473529,731,197729,Divorced,School,No
Employed,Secondary,60620,522,178200,Single,Car,Yes
Unemployed,Secondary,396695,773,59273,Married,Medical,Yes
Unemployed,Masters,443704,644,23434,Single,Medical,Yes
Unemployed,Secondary,283842,617,182823,Single,Business,No
Business Owner,Degree,142145,539,130071,Married,Medical,Yes
Employed,Secondary,250635,307,84852,Married,Car,Yes
Employed,Degree,493172,311,39328,Single,House,Yes
Self-Employed,Secondary,68446,361,192428,Divorced,Car,No
Employed,Diploma,150037,313,185736,Married,Medical,No
Employed,Degree,168592,567,134739,Single,House,Yes
Unemployed,Secondary,275378,550,16841,Single,Medical,Yes
Business Owner,Masters,409180,342,188634,Single,Medical,No
Employed,Secondary,174948,400,68488,Married,Medical,Yes
Employed,Secondary,163557,768,21890,Single,Medical,Yes
Unemployed,Diploma,108657,701,105130,Single,House,Yes
Self-Employed,Masters,187019,619,43383,Married,House,Yes
Employed,Secondary,458552,489,82730,Single,School,Yes
Business Owner,Diploma,236304,840,98780,Single,School,Yes
Business Owner,Degree,224969,642,119501,Married,Car,Yes
Unemployed,Degree,152536,683,10507,Divorced,House,Yes
Unemployed,Secondary,210867,384,104293,Married,Business,No
Self-Employed,Secondary,61320,804,151814,Single,House,No
Business Owner,Masters,119570,667,126342,Married,Car,No
Unemployed,Masters,177165,630,154802,Divorced,Car,No
Business Owner,Secondary,422923,824,163134,Married,House,No
Business Owner,Diploma,77882,395,157922,Single,Medical,No
Self-Employed,Secondary,417141,810,154332,Married,Business,No
Self-Employed,Degree,290084,549,63214,Divorced,School,Yes
Unemployed,Masters,148196,612,131296,Divorced,House,No
Employed,Secondary,434120,322,65584,Single,Business,No
Business Owner,Diploma,424360,314,29571,Divorced,Car,No
Employed,Masters,426697,607,32405,Single,Medical,Yes
Self-Employed,Masters,190453,302,51427,Single,School,No
Business Owner,Masters,107015,665,80481,Single,Medical,Yes
Self-Employed,Diploma,486940,349,105834,Married,House,No
Self-Employed,Diploma,240768,440,79938,Divorced,Medical,No
Employed,Masters,266681,499,36143,Single,Medical,Yes
Business Owner,Masters,235354,589,155045,Divorced,Car,No
Employed,Secondary,138250,741,99577,Single,Business,Yes
Employed,Degree,402889,689,20525,Married,Car,Yes
Unemployed,Diploma,141135,830,86632,Divorced,School,Yes
Self-Employed,Diploma,486496,833,119080,Divorced,Business,Yes
Business Owner,Degree,49047,356,145112,Married,Medical,No
Employed,Diploma,373658,382,25064,Married,School,Yes
Self-Employed,Masters,478653,305,87988,Single,House,No
Unemployed,Degree,124518,327,184321,Divorced,School,Yes
Employed,Diploma,452668,319,188640,Divorced,Medical,No
Business Owner,Degree,297871,529,180733,Single,Business,Yes
Self-Employed,Degree,299854,644,3057,Divorced,Medical,Yes
Business Owner,Degree,201312,742,185603,Single,School,Yes
Business Owner,Diploma,440545,805,47838,Single,School,Yes
Employed,Secondary,443747,391,150640,Single,Car,No
Business Owner,Secondary,200251,575,23049,Married,Business,Yes
Self-Employed,Secondary,471268,318,73795,Married,Car,Yes
Business Owner,Diploma,320099,568,169226,Single,School,No
Unemployed,Diploma,72659,498,61182,Divorced,House,No
Self-Employed,Secondary,86456,678,112836,Single,Car,Yes
Business Owner,Secondary,390782,445,166245,Divorced,Medical,No
Self-Employed,Masters,479370,790,52059,Married,School,Yes
Business Owner,Degree,36264,628,6297,Divorced,School,No
Employed,Masters,69066,391,196896,Single,Car,No
Business Owner,Degree,69531,553,22417,Divorced,House,No
Self-Employed,Degree,147679,334,54641,Married,Car,Yes
Self-Employed,Masters,464918,521,35717,Married,Car,Yes
Unemployed,Secondary,129967,317,48246,Divorced,Business,No
Employed,Secondary,64109,453,60386,Married,Car,Yes
Self-Employed,Diploma,198313,507,4214,Single,School,Yes
Business Owner,Diploma,410267,638,21300,Divorced,Medical,Yes
Self-Employed,Masters,246969,408,138873,Divorced,Medical,No
Self-Employed,Secondary,482264,610,125946,Divorced,School,No
Employed,Diploma,466748,734,157229,Divorced,House,Yes
